"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
        9791,    0.006266562404,      -4.237944963,      -3.779430206,      -13.66143738,                         5,      -0.262567571,                 5,     0.07115267089,      0.2976661591
        9792,    0.006266577277,      -4.237945133,      -3.779430407,      -13.66136552,                         5,     -0.2625675706,                 5,     0.07115267034,       0.297666157
        9793,    0.006266590729,      -4.237945023,      -3.779430284,      -13.66144004,                         5,     -0.2625675711,                 5,     0.07115267091,      0.2976661594
        9794,    0.006266598374,      -4.237945121,      -3.779430389,      -13.66143789,                         5,     -0.2625675701,                 5,     0.07115267039,      0.2976661564
        9795,     0.00626660801,       -4.23794502,      -3.779430275,      -13.66141898,                         5,     -0.2625675712,                 5,     0.07115267144,      0.2976661624
        9796,    0.006266616456,      -4.237945231,      -3.779430518,       -13.6614024,                         5,     -0.2625675695,                 5,     0.07115266957,      0.2976661522
        9797,    0.006266627902,      -4.237944852,      -3.779430081,      -13.66140221,                         5,     -0.2625675722,                 5,     0.07115267135,       0.297666162
        9798,    0.006266636452,      -4.237945235,      -3.779430525,      -13.66140346,                         5,     -0.2625675698,                 5,     0.07115266994,      0.2976661545
        9799,    0.006266648999,      -4.237944919,      -3.779430156,      -13.66145333,                         5,     -0.2625675713,                 5,     0.07115267113,      0.2976661602
        9800,    0.006266654616,      -4.237945181,      -3.779430462,      -13.66139496,                         5,     -0.2625675703,                 5,     0.07115267089,      0.2976661599
        9801,    0.006266669522,      -4.237945106,      -3.779430371,      -13.66145901,                         5,     -0.2625675698,                 5,     0.07115266994,      0.2976661535
        9802,    0.006266690947,      -4.237944927,      -3.779430166,       -13.6614229,                         5,     -0.2625675719,                 5,     0.07115267184,      0.2976661645
        9803,    0.006266698174,      -4.237945313,      -3.779430611,       -13.6614526,                         5,     -0.2625675689,                 5,     0.07115266998,       0.297666154
        9804,    0.006266709396,      -4.237944905,      -3.779430134,      -13.66147202,                         5,     -0.2625675712,                 5,     0.07115267108,      0.2976661596
        9805,    0.006266719374,      -4.237945172,      -3.779430451,      -13.66139982,                         5,     -0.2625675705,                 5,      0.0711526708,      0.2976661594
        9806,    0.006266731312,      -4.237945093,      -3.779430357,      -13.66144131,                         5,       -0.26256757,                 5,     0.07115266994,      0.2976661537
        9807,    0.006266744182,      -4.237944934,      -3.779430176,      -13.66138659,                         5,     -0.2625675719,                 5,     0.07115267159,      0.2976661635
        9808,    0.006266756799,      -4.237945277,      -3.779430574,      -13.66142287,                         5,     -0.2625675694,                 5,     0.07115267012,      0.2976661553
        9809,    0.006266766526,      -4.237944945,      -3.779430185,      -13.66142745,                         5,     -0.2625675711,                 5,     0.07115267085,      0.2976661588
        9810,    0.006266781158,      -4.237945131,      -3.779430406,       -13.6613724,                         5,     -0.2625675708,                 5,     0.07115267024,      0.2976661564
        9811,    0.006266800486,      -4.237945001,      -3.779430256,      -13.66144852,                         5,     -0.2625675711,                 5,     0.07115267092,      0.2976661593
        9812,    0.006266813931,      -4.237945129,        -3.7794304,      -13.66145446,                         5,     -0.2625675703,                 5,     0.07115267111,      0.2976661604
        9813,    0.006266818126,      -4.237945144,      -3.779430413,      -13.66145652,                         5,     -0.2625675698,                 5,     0.07115267025,      0.2976661555
        9814,     0.00626683056,      -4.237944986,      -3.779430234,      -13.66140268,                         5,     -0.2625675713,                 5,      0.0711526709,      0.2976661596
        9815,    0.006266845341,      -4.237945139,      -3.779430416,      -13.66140492,                         5,     -0.2625675705,                 5,     0.07115267086,      0.2976661596
        9816,    0.006266856312,      -4.237945108,      -3.779430375,      -13.66140613,                         5,     -0.2625675701,                 5,     0.07115266993,       0.297666154
        9817,    0.006266862512,      -4.237944938,      -3.779430183,      -13.66136508,                         5,      -0.262567572,                 5,     0.07115267128,      0.2976661621
        9818,    0.006266872926,      -4.237945219,      -3.779430509,       -13.6614266,                         5,     -0.2625675698,                 5,     0.07115267024,      0.2976661559
        9819,    0.006266880779,      -4.237944973,      -3.779430219,      -13.66143338,                         5,      -0.262567571,                 5,     0.07115267095,      0.2976661595
        9820,    0.006266891994,      -4.237945143,      -3.779430418,      -13.66140601,                         5,     -0.2625675704,                 5,     0.07115267072,      0.2976661587
        9821,    0.006266906168,      -4.237945082,      -3.779430347,      -13.66147654,                         5,     -0.2625675704,                 5,     0.07115267094,      0.2976661592
        9822,    0.006266925784,      -4.237945115,      -3.779430379,      -13.66147279,                         5,     -0.2625675701,                 5,     0.07115267063,      0.2976661574
        9823,    0.006266941726,       -4.23794506,      -3.779430318,       -13.6614289,                         5,     -0.2625675708,                 5,     0.07115267081,      0.2976661589
